,anime_id,title,synopsis,genres,score,synopsis_word_count
5368,42176,Huyao Xiao Hongniang: Jin Chenxi,The 9th season of .,Comedy|Drama|Romance|Supernatural|Historical,7.18,5
5369,26013,Backkom Mission Impossible,A pastiche to Mission Impossible featuring Super Backkom trying to turn on a television which showed the Backkom Song!! (as listed in the Backkom Specials entry).,Comedy|Parody|Kids,5.61,26
5373,40755,Machikado Mazoku Mini,Short specials uploaded to the official Twitter of the anime and later bundled with the BD/DVD.,Comedy,6.17,16
5375,42965,Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan Er,Second part of .,Action|Adventure|Fantasy|Historical,7.66,4
5383,40806,Huyao Xiao Hongniang: Wei Sheng,The 8th season of .,Comedy|Drama|Romance|Supernatural|Historical,7.11,5
5388,22593,Potecco Babies (2011),Anime about potato characters continues.,Comedy,4.86,5
5389,42302,Da Wang Bu Gaoxing 2,Second season of .,Comedy|Fantasy|Demons|School,6.51,4
5393,37548,Metroid Short Animation,A fan-made animation of the franchise by the professional animator Rabbit MACHINE.,Sci-Fi,5.9,12
5396,33759,Feng Wei Ying Xiong,Heroes of old appear to return peace to earth.,Action|Fantasy,6.31,9
5398,49915,Hitori no Shita: The Outcast 4th Season,Fourth season of .,Drama|Mystery|Supernatural|Martial Arts|Psychological|Super Power,7.1,4
5402,34936,Sword of Phantasia,An animated promotional/opening video for the iOS/Android game .,Fantasy|Game|Music,5.19,9
5417,50105,Shiguang Zhaoxiangguan de Richang,Chibi-styled episodes of daily life at the photo studio.,Comedy|Slice of Life,6.87,9
5418,33925,Hua Jianghu: Bu Liang Ren II,The continuation of .,Adventure|Drama|Romance|Historical|Martial Arts,6.61,4
5420,11789,Wish Me Mell,"The characters in Sanrio's ""Wish me mell"" line star in three short specials.",Fantasy|Kids,5.13,13
5421,39448,Hisone to Maso-tan Digest Douga,A retrospective digest flash sketch specials of released on YouTube with illustrations by Toshinao Aoki. Later included on the Blu-ray/DVD releases.,Comedy,5.22,21
5425,45961,Assault Lily: Fruits,Mini anime featuring characters from the franchise.,Comedy|Fantasy,6.37,7
5427,37184,Ze Tian Ji 2nd Season,The second season of .,Action|Adventure|Fantasy,7.05,5
5430,32297,Tenkou Kotofumi,Short animation by Rapparu.,Fantasy|Music,5.06,4
5432,36580,Boku wa Shitteru yo.,A web anime created for the Dotwan dog food company. The episode illustrates the daily life of a family and their dog.,Slice of Life,4.89,22
5438,33776,"Watashitachi, Luck Logic-bu! 2","The comedy shorts follow four girls who are members of the Luck Logic Club, whose activity is playing the Luck & Logic card game.",Comedy|Game|School,5.58,24
5445,36578,Monogatari no Aru Satou,A short animation promoting the Komaya company. A lonely sugar elephant searches for companionship.,Romance,5.6,14
5446,49410,Shiroi Suna no Aquatope Mini,Short episodes with super-deformed characters posted on the official Twitter account and released with the BD/DVD volumes.,Comedy|Slice of Life,6.15,17
5450,42487,Runway de Waratte Mini Anime,Short episodes with super-deformed characters posted on the official Twitter account.,Comedy,5.6,11
5453,33941,Towel Story,Sentimental commercials involving towels told in a cyclic manner.,Slice of Life,5.65,9
5456,40909,Wan Jie Xian Zong 3rd Season,Third season of .,Action|Adventure|Fantasy|Romance|Demons|Historical|Martial Arts,7.44,4
5457,36574,Weaving,A bejeweled spider weaves a bejeweled web.,Fantasy,5.0,7
5461,42206,Nu Wushen de Canzhuo II,Second season of .,Comedy|Gourmet|Slice of Life,7.18,4
5465,39180,"On a Forest, in the Air",A silent short animation by Masanobu Hiraoka.,Avant Garde,4.47,7
5473,31505,Go! Samurai,Animated short by Keiichiro Kimura about a single samurai that fights for his life against 100 of his vicious enemies.,Action|Samurai,5.35,20
5476,36636,Ankoku Cat VS,The sequel to the Ankoku Cat ONA series.,Action|Comedy,5.21,8
5478,38837,Puso Ni Comi,"An anime adaptation of Sega's Phantasy Star Online 2 game's official web manga . The story follows the lax, less than weighty daily life of the ARKS force members.",Action|Comedy|Sci-Fi|Game|Parody|School,6.58,29
5483,42898,Wan Jie Xian Zong 4th Season,Fourth season of .,Action|Fantasy|Romance|Demons|Historical,7.29,4
5488,38554,Aoku Tsuzuku Pass,A promotional piece for the Kirin Challenge Cup 2018. This year is the 40th anniversary of the competition.,Sports,5.26,18
5491,49145,5-fun de Wakaru: Violet Evergarden,Recap of in 5 minutes.,Drama|Fantasy|Slice of Life,7.59,5
5494,32059,Master of Torque 3,"At the end of the Four Seasons: Fuuka and Nanami episode, a trailer was shown announcing a 3rd season of Master of Torque being released in 2016.",Action|Sci-Fi,4.66,27
5495,38977,On the Table,A psychedelic short animation by Masanobu Hiraoka.,Avant Garde|Music,4.99,7
5496,48616,Sayonara Watashi no Cramer Mini Anime,Mini anime of posted on the official Twitter account.,Comedy,5.08,9
5498,31377,Kataribe Shoujo Honoka,"Kataribe Shoujo Honoka is an original animation to promote the city of Tono in Iwate Prefecture, Japan.",Slice of Life|Supernatural,5.05,17
5501,49633,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo Mini Anime,Special mini anime in commemoration of the movie .,Comedy,5.8,9
5503,37279,Eyedrops Special Episode,New episodes of that continue the story. Meant to promote the Sante MediGuard EX eyedrops. Two episodes are scheduled to be released.,Space,4.6,22
5504,33872,Fujinkoron-senpai,"Short promotional video for the magazine, starring employees of the editorial department.",Comedy,4.44,12
5506,40693,The iDOLM@STER Cinderella Girls: Spin-off!,The Idolm@ster Cinderella Girls 8th anniversary special promotional film.,Music,6.26,9
5509,45558,Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,Episodes 18-21 of .,Action|Adventure|Fantasy|Historical|Martial Arts,7.58,4
5510,45489,Aggressive Retsuko (ONA) 4th Season,Fourth season of .,Comedy|Slice of Life,7.31,4
5513,40989,Koisuru Asteroid: KiraKira Zoukan-gou,Mini anime of where characters explain astronomy and geology. Later included in the Blu-ray/DVD.,School,6.09,14
5514,43711,Juunenbun no Watashi e,Concept movie for All Nippon Esthetic Association (AEA).,Drama,6.12,8
5516,20873,Hana no Zundamaru,Based on the comedy manga by Jirou Tsunoda.,Comedy|Martial Arts|Parody,5.08,8
5517,34060,Dead World,In the forest ...,Horror,3.21,4
5518,48890,Ling Long: Incarnation Special,Special chapter of .,Action|Drama|Horror|Sci-Fi|Suspense,7.4,4
5519,39264,Da Yu Hai Tang,"In 2004, Liang Xuan produced a flash short film which was the prototype of the animated film , which won the DIGIID Award of Intel 2004 China Digital Festival.",Adventure|Drama|Romance|Supernatural,6.2,29
5524,34118,Pride,An Isuzu (truck company) commissioned short from Tekken about a freight truck driver who takes pride in his work.,Slice of Life,5.13,19
5529,39223,Fei Ren Xueyuan,The 3-minute animated promotional short for the Chinese MOBA of the same name.,Action|Game,6.44,13
5533,40966,Ling Jian Zun 3rd Season,Third season of .,Action|Adventure|Fantasy|Romance|Martial Arts,7.27,4
5535,8958,Potecco Babies,Anime about potato characters.,Comedy,4.56,4
5540,13255,Haru wa Kuru,"A short promotional film for the Johnnie Walker whiskey brand, animated by STUDIO 4°C.",Adventure,5.64,14
5544,32219,Raldessia Chronicles,DeNA's promotional anime video for its mobile game Raldessia Chronicles.,Action|Adventure|Music,4.95,10
5550,39179,In the Sea and near a Girl.,Short animation by Masanobu Hiraoka with music and sound design by Aimar Molero.,Avant Garde|Music,5.14,13
5551,35411,Hortensia Saga,Animated commercials for Sega's mobile game.,Fantasy|Game,5.88,6
5552,41528,Xingchen Bian: Yu Li Cang Hai,Second season of .,Action|Adventure|Fantasy|Romance|Historical|Martial Arts,7.5,4
5556,49501,Katarina Nounai Kaigi X,"Short specials posted on the official twitter account where the ""Katarina Five"" introduces .",Comedy,6.02,14
5558,37922,Seikaisuru Kado: Beyond Information,"Recap episode of , also known as Episode 12.5.",Sci-Fi,6.12,9
5559,45585,2.43 Mini Anime: Volleyball Kouza,Short episodes with super-deformed characters posted on the official Twitter account and the official YouTube channel.,Sports|School,5.14,16
5563,31072,Show By Rock!!: Legend of Shingan Crimsonz,A series of shorts focusing on the band Shingan Crimsonz.,Comedy|Music,5.98,10
5568,44590,Adachi to Shimamura Mini Anime,Short episodes with super-deformed characters posted on the official Twitter account.,Comedy,5.76,11
5570,46003,2.43 Mini Anime: Fukui-ben Kouza,"Mini anime about the Fukui dialect, released on the Official Twitter.",Comedy,4.95,11
5571,36783,Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,A compilation of and .,Action|Military|School,7.21,5
5573,38467,Wu Geng Ji Zhi San Jie,Third season of .,Action|Fantasy|Supernatural|Historical|Martial Arts,7.46,4
5574,49507,Shuumatsu no Walküre Mini Anime,Short episodes with super-deformed characters posted on the official Twitter account and on Warner Bros. Japan.,Comedy,6.08,16
5575,40204,Fast Week,The genesis of fast food.,Avant Garde,4.7,5
5577,36799,Kyoto Animation Koushiki Twitter: Itsumo Arigatou,"A short animation created to celebrate Kyoto Animation reaching 50,000 Twitter followers.",Slice of Life,5.49,12
5582,39653,Chokotto Anime Kemono Friends 3,A series of anime shorts for the Kemono Friends 3 arcade and smartphone game.,Adventure|Comedy|Fantasy,5.85,14
5594,40143,Pokemon Masters: Trainers Great Gathering Special Animation,Original special animated trailer made to promote the release of the game Pokémon Masters.,Action|Fantasy|Game|Kids,6.32,14
5597,38606,Zhen Hun Jie Recaps,Episodes 11.5 and 12.5 of .,Action|Supernatural,6.27,6
5600,37318,Toji no Miko: Kizamishi Issen no Tomoshibi,Short promotional animations for mobile game titled .,Action|Comedy,6.05,8
5603,33915,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,Kitty-chan briefly goes missing.,Comedy,4.38,4
5609,31467,Grendizer Giga,PV for Grendizer Giga manga.,Action|Mecha,5.39,5
5610,31105,Buddy Complex: Daremo Shiranai Ashita e,A summary of the series told from the point of view of Nasu Mayuka.,Action|Sci-Fi|Mecha,7.02,14
5613,49860,Umisea,"Short animation series for Minato Aqua, Hoshou Marine, Gawr Gura, and Ninomae Ina'nis' collab.",Adventure|Comedy|Slice of Life,7.22,14
5615,40375,Kick-Flight,"A promotional video for the smartphone game Kick-Flight featuring the song ""Flyers"" by KANA-BOON.",Game|Music,5.68,14
5616,39643,Shoujo☆Conto All Starlight,Chibi shorts based on Shoujo☆Kageki Revue Starlight.,Comedy|Music|School,6.25,7
5619,37037,"Animegataris: Yuku Toshi, Kuru Toshi",Special short episode of streamed on Niconico-douga.,Comedy,5.63,7
5620,44068,Tian Bao Fuyao Lu 2nd Season,Second season of .,Action|Adventure|Fantasy|Supernatural|Historical,7.79,4
5624,39654,Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,Bonus segments of Cinderella Girls Gekijou 4th Season streamed on The iDOLM@STER Cinderella Girls Mobage following the television broadcast.,Comedy|Slice of Life,6.32,19
5626,33914,Nineko Gelée,"An animation staring Gelée, an anthropomorphic cat character created by DLE.",Avant Garde|Fantasy|Horror|Music,4.74,11
5631,33549,Mame-Mofu Collab Animation,A net anime collaboration between Mameshiba and Mofu☆Mofu at a summer festival during a goldfish scoop game.,Comedy,4.88,17
5638,32557,Zombie Clay Animation: I'm Stuck!!,Spin-off series of Zombie Clay Animation: Life of the Dead.,Comedy|Horror,4.0,10
5639,40076,Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,special collaboration episode with Otsuka Pharmaceutical's Pocari Sweat about hyperthermia. Released on Otsuka Pharmaceutical's YouTube Channel.,Comedy,6.65,16
5642,5602,Navia Dratp,"Short anime series released online by Bandai to promote their collectible miniatures game series, Navia Dratp.",Fantasy,4.29,16
5644,21775,Yugami-kun ni wa Tomodachi ga Inai,A CM produced by A-1 Pictures promoting the manga.,Comedy|Romance|Slice of Life|School,5.78,9
5645,28151,Kujakuou: Sengoku Tensei,A promotional anime for the 2nd volume release of Makoto Ogino's Kujakuou: Sengoku Tensei manga.,Action|Supernatural|Demons|Historical,4.62,15
5650,49214,Peach Boy Riverside Mini Anime,Introductory mini anime posted on the official Twitter account and released with the BD Box.,Fantasy|Shounen,5.75,15
5655,50364,Douluo Dalu: Xiaowu Fuhuo,Eleventh part of .,Action|Adventure|Fantasy|Romance|Historical|Martial Arts,8.06,4
5658,34633,Origami of Landscape,An animation of landscapes fluidly changing shapes.,Avant Garde,4.73,7
5659,38533,Huyao Xiao Hongniang: Zhu Ye,The 7th season of Huyao Xiao Hongniang.,Comedy|Drama|Romance|Supernatural|Historical,7.44,7
5660,44090,Ling Long: Incarnation Final Chapter,Final installment of .,Action|Drama|Horror|Sci-Fi|Suspense|Demons,7.37,4
5661,40854,BanG Dream! Garupa☆Pico: Oomori,The second season of the mini series starring the girls of BanG Dream!,Comedy|Music,7.8,13
5662,46000,2.43: Seiin Koukou Danshi Volley-bu Mini Anime,"Mini anime introducing the characters, released on the official Twitter.",Slice of Life,5.22,10
5663,41884,Ling Jian Zun 4th Season,Fourth season of .,Action|Adventure|Fantasy|Romance|Martial Arts,7.53,4
5664,40105,Superfluid,"Short film by Kojirou Shishido originally released in 2007. A 4K version of the film was uploaded to his YouTube channel November 14, 2018.",Avant Garde|Music,4.22,24
5665,20261,W-Tails Cat: A Strange Presence,A hentai based on Shirow Masamune's art books.,Action|Sci-Fi|Hentai|Mecha|Military|Police,4.66,8
5669,42044,Minegishi-san wa Ootsu-kun ni Tabesasetai,Mini anime series of .,Boys Love,6.16,5
5670,41399,Katarina Nounai Kaigi,"Short specials posted on the official twitter account where the ""Katarina Five"" will introduce",Comedy,5.72,14
5671,49215,Celia-sensei no Wakuwaku Magical Kyoushitsu,Informational mini anime posted on the anime's official Twitter and HJ Bunko/HJ Novel's official YouTube channel.,Comedy|Fantasy,6.22,16
5676,31846,Puzzle & Dragons CM,"Studio Colorido has created a short, animated commercial for the GungHo Online Entertainment's popular mobile game, Puzzles & Dragons.",Game|School,5.82,19
5679,38803,Anima Yell! Ouen Douga,Special shorts of released on YouTube.,Comedy|School,5.67,6
5680,21641,Planet:Valkyrie,"Short animated preview for the twelve episodes of audio drama, a collaboration project between seiyuu/singer Chihara Minori and ""Project Valkyrie.""",Action|Music,5.54,20
5685,40246,Love Live! School Idol Festival All Stars,Special short to promote the release of the Love Live! School Idol Festival All Stars game.,Music,7.3,16
5686,36664,Matsumotokiyoshi x Osomatsu-san,A collaboration between Matsukiyo and .,Comedy,5.67,6
5689,34961,Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories,Short Stories of Anime series .,Game,6.22,6
5691,41505,Pianoman Trailer,Trailer for Echoes' with original animation that was not reused in the resulting short film.,Music|Psychological,4.9,15
5693,36621,Toilet no Kuni,A short animation promoting Lion's line of toilet cleaning products.,Music|Kids,4.5,10
5695,48941,Quanzhi Fashi V,Fifth season of .,Action|Fantasy|School,7.31,4
5698,33855,Show By Rock!! x Joysound,A series of cross-promotional shorts with Joysound featuring characters.,Comedy|Music,5.49,9
5701,35204,The King of Fighters: Destiny,CG anime adaptation of fighting game franchise.,Action|Adventure|Drama|Romance|Martial Arts,6.55,7
5704,36715,Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,"A collaboration between and the video game for the latter's release on December 14, 2017.",Comedy|Sci-Fi|Parody,5.25,15
5711,46004,2.43 Mini Anime: Inside Story,"Mini anime where Kuroba introduces Monshiro Town to Haijima, who has returned to Fukui for the first time in a while, released on the official Twitter.",Comedy,5.02,26
5716,36500,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,Bonus segments of streamed on Mobage following the television broadcast.,Comedy,6.54,10
5717,33903,All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,A collaboration between Suntory's All-Free a zero-alcohol/zero-calorie/zero-carb beverage tasting like beer and .,Slice of Life,5.86,13
5720,40835,Aishen Qiaokeli-ing: Wanjie Jinian,Recap episode of the first season of posted on the official Tenecent biibili channel.,Comedy|Romance|Harem|School,6.54,14
5731,31073,Show By Rock!!: Plasmagica na Gogo,A series of three shorts focusing on the band Plasmagica.,Comedy,5.74,10
5733,34239,Mutsugo to Ouma no Monogatari,An anime collaboration between Osomatsu-san and the Japan Racing Association.,Comedy|Sports|Parody,6.18,10
