,synopsis,true_genres,predicted_genres
176,"The franchise's story centers on wizards who gather mazica in order to save the world. Junior high school student Kezuru wakes up after a strange dream featuring himself as a wizard, a creature called ""mazin,"" and a mysterious girl. The next day, his friend Kuracchi proudly shows off the newly launched Mazica Party card game. To Kezuru's shock, all the characters drawn in the game's cards are just like the ones in his dream.  Meanwhile, Kezuru receives a notification for an event at the major international company Mazica. Intrigued, Kezuru goes to the Mazica Store as directed, only to meet the Mazica CEO himself, Jeff Johns. Johns says, ""I have great expectations for you,"" and hands Kezuru Mazica Gear.  On his way back home, Kezuru is attacked by an airship-like creature. Just when he thinks, ""this is it!"" to himself, his Mazica Gear erupts and a magic book appears. When he scratches a card, he seals a contract with Barunya, a ""mazin"" creature that is an odd remixed fusion between an airship and a cat.  The mysterious girl Anya says Kezuru and those of his ilk will be ""the true wizards who save the world."" Amid all these mysterious revelations, Kezuru enrolls in the Mazica Academy and engages in Mazica Party card battles alongside his partner mazin.",['Fantasy'],"['Adventure', 'Fantasy']"
177,"is about exciting adventures that are to happen in the metropolitan city where different vehicles live with harmony with one another. Tayo is just starting to learn his route in this busy city centre and on his journey, he is making many new friends. Full of unique characters that capture children's imaginations and fun storylines, the series has a lot to offer.",['Kids'],"['Adventure', 'Comedy', 'Kids']"
178,"Giant robot Daikengo flies through space to re-establish galactic peace; on-board prince Ryger, who ran away from his planet Emperius to defeat the menace out of his reign borders, in order to save his people; Cleo, corrupted prime minister's daughter, help him along with two nice little robots, Anike and Otoke. They fight evil Lady Baracross, leading invasion forces, with her assistant Roboleon, wearing a Napoleon style hat. Daikengo is the first robot with scuttles on his mouth. When he opens them, his vampire style teeth are shown and he can spit fire.","['Action', 'Adventure', 'Mecha', 'Sci-Fi']","['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Super Power']"
179,"Our story is set in another world, parallel to ours. We meet Pastel, an orphan girl, 18 years old, who lives with a group of adventurers in a small house. Pastel works as a writer and also a ""mapper"", charting towns, the countryside, rivers and mountains with sketches and illustrations.  She is highly respected by her friends as her intelligence and honesty are extraordinary. Living in the house with Pastel, we meet Clay, a young swordsman; Trapp, the son of a bandit chieftain; Kitton, literally a working dictionary and a descendant of the Family Kittons; Knoll, a big guy a with tender heart; Whitey, a baby dragon; and Rumy, an infant sorcerer of the tribe ""Elf."" Together this odd group become involved in many mysterious adventures from treasure hunting, to searching for a missing person, to challenging a riddle, to many more unexpected quests.","['Adventure', 'Comedy', 'Fantasy']","['Adventure', 'Fantasy', 'Historical', 'Kids']"
180,"In the future, the moon is a habitable place with atmosphere and gravity and also a famous tourist attraction. There are also stories about a ""long ears"" creature like rabbits on the moon who can use magic. Haruka Daichi heads off to the moon during a summer holiday alone because he likes to see the long ears creature by himself.  However, he get himself dragged into an ancient conflict between two ancient moon races: the ""long ears"" race and Jado race. Jado race wanted to conquer the universe and resurrect ancient evil powers to seize control of the Earth. Now the ""long ears"" race and Daichi must seek three warriors who could use magic to release Mado King to fight Jado race and to release ""long ears"" race's kingdom, Rabiluna, from Jado race.","['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']"
181,"Sanshirou's chances of having an adventure are slim to none in his tiny island hometown, until the day a mysterious stranger invites him to play a game... Without warning, Sanshirou is taken to a backwards universe to play BakéGyamon—a game pitting monsters against monsters. Along the way he meets other players who have a particular reason for being there—to obtain the wish that is granted to the winner. But how far can Sanshirou get when the monsters he's been paired with are a bunch of little mud balls?!","['Action', 'Fantasy', 'Shounen']","['Adventure', 'Comedy', 'Fantasy', 'Shounen']"
182,"After he witnesses his father's murder at the family dojo, Hazuki Ryou dedicates his life to finding the man responsible—a mission that takes him from the streets of Yokosuka, Japan to the sprawling metropolis of Hong Kong, and beyond. Soon he will learn that larger, mystical forces are at play as he trains to become the ultimate martial artist in his quest for revenge.","['Action', 'Adventure']","['Action', 'Drama', 'Historical', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
183,"Himeko is supposed to be a common high school student... until she happens to obtain a crown and she becomes a princess. Since then, Nana, the true princess, follows her around to take the crown back. In addition, Leslie and Caren, the thieves, appear to rob her of the crown, and her peaceful life turns into turmoil.",['Comedy'],"['Comedy', 'Fantasy']"
184,"The most anticipated card game, Duel Masters had returned after 2 years since the battle in the past season. However, Katta Kirifuda once the strongest duelist, is now a year 2 middle school student and had lost his passion of dueling throughout the 2 years, and dreams of curry bread every day.  However, after an encounter with the baseball ace, Hokaben, a mysterious duelist and a reunion with his childhood friend Lulu Takigawa, he rekindled his dueling spirit and return to his journey of becoming the strongest duelist. With new friends and rivals and Katta's passionate duelist soul, the greatest battle begins!","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","['Action', 'Comedy', 'Fantasy', 'Shounen']"
185,"12-year-old Oriko Seki, who lost her parents in a car accident, ended up living in her grandmother's Onsen Ryokan ""Haru no Ya."" With the ghost ""Uribou"" cohabitating with her and all the other odds, she ended up training to be a young female innkeeper. At first, she didn't like the training, but gradually felt her admiration for her title and began to train seriously. Thus, the growth of the young warrior Oriko begins.","['Comedy', 'Slice of Life', 'Supernatural']",['Fantasy']
186,"Eriko Tamura is Kousuke Tamura, the chairman of Tamura Productions (reknown music company) and Minako Tamura's (former famous idol singer) only daughter. Having talent for singing since birth, she has always loved her parent's media world. Then one day tragedy strikes when her parents get into a horrible car accident, which kills her father and leaves her mother in coma. She is left in her father's best friend, Mr. Uchida's care. Now Eriko must take the path of singing, a path her parents did not want her to pursue. Then her uncle is out to destroy her career. But in spite of all the hardship, she becomes an idol and wins hearts all over Japan.",['Music'],"['Drama', 'Music', 'Seinen', 'Slice of Life']"
187,"In a world plagued with malicious ghosts, how is it possible to combat the existence of such evil spirits? The answer is to hire a ""Ghost Sweeper""—a professional exorcist, whose duty is to exterminate any unwanted ghoul or poltergeist.  When it comes to Ghost Sweepers, Reiko Mikami is considered to be a cut above the rest. After receiving an offer to examine a haunting near Jinkotsu Hot Spring, she sets off to put her skills to work. Accompanied by her assistants, the underpaid and perverted high school student Tadao Yokoshima and the friendly teenage ghost Kinu Himuro, details the wacky exploits and adventures of these three as they go about investigating paranormal activities.","['Comedy', 'Supernatural']","['Comedy', 'Mystery', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
188,"Team Satomi has just been deemed as the winners for the IG-2 lower league and now join the top IG-1 competition. But it's not going to be easy. Young pilots Takeshi, Liz, Amy, and River are going to have to be a team to be number 1, however one thing leads to another with these four. Most important of all, their opponents overwhelm Team Satomi in every aspect, including strategy and skill, as well as funding. One thing is for sure, this is not going to be an easy year for ""Team Satomi.""","['Mecha', 'Sci-Fi', 'Shounen', 'Sports']","['Action', 'Seinen', 'Shounen', 'Sports', 'Super Power']"
