title,synopsis,genres,index
Neko Ramen,"Taishou is the entrepreneurial ramen chef of Neko Rahmen, the only restaurant in Tokyo run by a cat. All 13 episodes are produced by a different cutting-edge creator—each creator's vision and unique style harmonizes into a fantastic anime series.","('Comedy',)",5894
Wo de Ni Tian Shen Qi,"One day, while being attacked, Chang Tian unintentionally invokes an artifact called Xiao Bai that protects him from a terrible fate. After this, he finds himself on a battlefield, where he will fight alongside several other people like him, able to invoke artifacts...","('Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural')",5895
Sakura Internet,"Freelancer Touno Kouhei, office lady Hamada Saori, and graphic designer Ginji realize that they're not content in their current jobs, and break free to pursue their dreams - as a musician, a photographer, and an artist, respectively.","('Drama',)",5896
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,"Kotone is a fudanshi. One day while he was buying BL manga outside of a manga stand, a truck loses control and kills him with BL manga all over him. To his surprise, he wakes up in an Asian ancient-looking palace. A man named Nagi, that is half serpent, tells him that he is now his Miko. They need to have sex in order for Nagi to become a higher being and become a Dragon. Kotone knows everything about BL and he realizes that he will be the bottom. Kotone will use his knowledge of BL to not fall in love and not a bottom in this Isekai world.","('Fantasy',)",5898
Monster Strike Anime,"Second season of , animated entirely in CG.  A transfer student from America, Mana Livingston, becomes friends with the main cast and learns about the game, even obtaining her own ring and partner. Together everyone helps solve crises involving the energy points that draw monsters in random areas of Japan. By sealing them the monsters will stop being drawn to them. But Madarame, a CEO who reaches out to the children, is not telling them the whole truth.","('Action', 'Fantasy')",5899
Toei Robot Girls,"A pilot film streamed on the anime studio Toei Animation's website. The female leads in the film are dressed as various famous robots in Toei's anime catalog—the girls are personifications of robots in the Gaiking (""Gai-chan""), Magnerobo Ga-Keen (""Gacky""), and Superhuman Combat Team Baratack (""Bara-tan"") and the newly added character is from the anime Planet Robot Danguard Ace.","('Mecha', 'Sci-Fi')",5901
Kimi ga Nozomu Eien: Ayu Mayu Gekijou,"A spin-off show from Kimi ga Nozomu Eien. It's about the daily adventures of Ayu and Mayu, the two waitresses from Sky Temple.","('Comedy',)",5903
Nissin no Donbei x Kemono Friends,"A collaboration between and Nissin. They promote the latter's Donbei Kitsune Udon product with the Silver Fox and the Ezo Red Fox. In the first episode the duo are trying to figure out how to eat it as well as finding an old pay-per-view TV, putting money in it, and watching an ""old"" live-action Nissin Donbei Kitsune Udon commercial (said commercial is real and was created this year).","('Comedy',)",5905
Puchimas!!: Petit Petit iDOLM@STER,"From the popular game ""THE IDOLM@STER"", comes a petit spinoff cute and soothing 4-koma! The setting is the same 765 Production from the games.","('Comedy', 'Slice of Life')",5909
Hakumei no Tsubasa,"Galar is a region where Pokemon battles have developed into a cultural sensation. Over the span of seven episodes, will show in detail the dreams of Galar's residents, the realities they face, the challenges they must overcome and the conflicts they must resolve. In addition to these new stories, fans can expect to see a variety of Pokemon originally discovered in the Galar region appearing in the capsule series.","('Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids')",5910
Shoujo Shuumatsu Jugyou,"Super deformed parody shorts of streamed on Kadokawa's official YouTube channel. They follow Chito and Yuuri in a classroom setting exploring what ""school"" might have been for people when civilization was still around.","('Comedy', 'School')",5912
PES: Peace Eco Smile - Drive your Heart,Special spin-off episode that aired between episodes three and four of the original PES series. Is also an ad to Toyota's new Vios vehicle.,"('Romance', 'Sci-Fi')",5913
Yichang Shengwu Jianwenlu,"Yoshihito, a 23-year-old man who has no job or girlfriend. In order to make ends meet he rents out one of the rooms in his house. While he's showing Lily, his first tenant, around the house, she's suddenly attacked by a vampire named Vivian, and Yoshihito notices that Lily is actually a werewolf. As Yoshihito and Lily start living in the same house, Yoshihito is scouted for an organization that maintains order of the parallel universes, and strange creatures one after another become tenants in his house.","('Supernatural',)",5917
Vie Durant,"The Antarctic thaws and it is an era when most of the land has been submerged in water. The extinction of Mankind already draws near. Mankind who were born from Adam and Eve, were now deteriorating as they repeatedly get cloned from generation to generation. Things essential for the survival of living things were lost.  Even so, the ones remaining cling on to survive...  ""We should get what we need for survival from something else...!""  And so, a mere small group of humans began a new life upon the surface of water, exhausting the resources of each and every other living thing to survive. In the end, they discover people who posess a huge quantity of things necessary for survival.  The young men who posessed such things continues their journey even today, to escape from those who were pursuing them. They just wanted to find that something somewhere. They were seeking for the one and only ""help"" there was...","('Drama', 'Sci-Fi')",5918
Meng Qi Shi Shen,"Ye Jiayao is a young and talented cook who dreams of becoming a renowned chef one day. As luck would have it, she's magically transported back in time to Imperial China, and in the body of an extremely useless girl. Ye Jiayao is immediately kidnapped and held for ransom, but she manages to use her wits (and her sense of humor) to get whatever she wants.","('Comedy', 'Drama', 'Historical', 'Romance')",5919
Jashin-chan Dropkick',"Jashin-chan is a demon who was summoned by Yurine Hanazono, a gothic looking girl. Unable to return home as the relevant spell was not included in the summoning grimoire, Jashin-chan resorts to violence to liberate herself from her earthly shackles.  However, this is easier said than done, as Yurine is no weakling herself. She in fact possesses formidable physical power and uses it to massacre Jashin-chan in a variety of ways, be it shoving her arm in a blender, spreading her intestines across the room or even cooking her. Though these actions would be fatal to anyone without the ability to regenerate, Jashin-chan isn't exactly undeserving of this treatment. Stuck with each other, Yurine lets Jashin-chan live with her in exchange for work around the apartment, and this cohabitation results in situations where, more often than not, Jashin-chan ends up in pieces.","('Comedy', 'Supernatural')",5920
